date,election_name,election_url
"
                                                                                        2019/05/19
                                                        ",加西市長選挙,https://go2senkyo.com/local/senkyo/19244
"
                                                                                        2019/05/19
                                                        ",石狩市長選挙,https://go2senkyo.com/local/senkyo/19246
"
                                                                                        2019/05/19
                                                        ",輪之内町長選挙,https://go2senkyo.com/local/senkyo/19247
"
                                                                                        2019/05/19
                                                        ",加西市議会議員選挙,https://go2senkyo.com/local/senkyo/19245
"
                                                                                        2019/05/19
                                                        ",輪之内町議会議員選挙,https://go2senkyo.com/local/senkyo/19248
"
                                                                                        2019/05/19
                                                        ",石狩市議会議員選挙,https://go2senkyo.com/local/senkyo/19281
"
                                                                                        2019/05/26
                                                        ",涌谷町長選挙,https://go2senkyo.com/local/senkyo/19249
"
                                                                                        2019/05/26
                                                        ",足立区長選挙,https://go2senkyo.com/local/senkyo/18625
"
                                                                                        2019/05/26
                                                        ",涌谷町議会議員補欠選挙,https://go2senkyo.com/local/senkyo/19250
"
                                                                                        2019/05/26
                                                        ",足立区議会議員選挙,https://go2senkyo.com/local/senkyo/18136
